ID	POEM	POEM_NUMBER	STANZA	LINE_ORDER	LINE_IN_SOURCE	LINE	RHYMEIDS	ALIGNMENT	RHYME	RHYME_WORD	NOTE
180	cjp	14	PKU34-37	1	粉黱脂膏	粉 + 黱 + 脂 + 膏	0 0 0 0	粉 + 黱 + 脂 + 膏			
181	cjp	14	PKU34-37	1	鏡籋比o疏	鏡 + 籋 + 比 + 疏	0 0 0 15	鏡 + 籋 + 比 + 疏	o	疏	
182	cjp	14	PKU34-37	1	頾髦鬋搣	頾 + 髦 + 鬋 + 搣	0 0 0 0	頾 + 髦 + 鬋 + 搣			
183	cjp	14	PKU34-37	1	須(須/冄)髮o膚	須 + 𩒹 + 髮 + 膚	0 0 0 15	須 + 𩒹 + 髮 + 膚	o	膚	
184	cjp	14	PKU34-37	1	癉熱疥癘	癉 + 熱 + 疥 + 癘	0 0 0 0	癉 + 熱 + 疥 + 癘			
185	cjp	14	PKU34-37	1	瘕痹㿛o疽	瘕 + 痹 + 㿛 + 疽	0 0 0 15	瘕 + 痹 + 㿛 + 疽	o	疽	
186	cjp	14	PKU34-37	1	旃翳簦笠	旃 + 翳 + 簦 + 笠	0 0 0 0	旃 + 翳 + 簦 + 笠			
187	cjp	14	PKU34-37	1	羽扇聶o譽	羽 + 扇 + 聶 + 譽	0 0 0 15	羽 + 扇 + 聶 + 譽	o	譽	
188	cjp	14	PKU34-37	1	(木+(旬/丂))梗栘棘	木+(旬/丂) + 梗 + 栘 + 棘	0 0 0 0	木+(旬/丂) + 梗 + 栘 + 棘			
189	cjp	14	PKU34-37	1	(亻+亻+(夂/朩))篲欒o(木+虖)	亻+亻+(夂/朩) + 篲 + 欒 + 㯉	0 0 0 15	亻+亻+(夂/朩) + 篲 + 欒 + 㯉	o	㯉	
190	cjp	14	PKU34-37	1	%百一十二	百 + 一 + 十 + 二	0 0 0 0	百 + 一 + 十 + 二			
191	cjp	15	PKU38	1	□□貘p(鹿/與)	貘 + 鹿/與	0 16	貘 + 鹿/與	p	鹿/與	
192	cjp	15	PKU38	1	麃欻朖(桒+一)	麃 + 欻 + 朖 + 桒+一	0 0 0 0	麃 + 欻 + 朖 + 桒+一			
193	cjp	16	PKU39	1	崈暜諌敦	崈 + 暜 + 諌 + 敦	0 0 0 0	崈 + 暜 + 諌 + 敦			
194	cjp	16	PKU39	1	讀飾柰q壐	讀 + 飾 + 柰 + 壐	0 0 0 17	讀 + 飾 + 柰 + 壐	q	壐	
195	cjp	16	PKU39	1	瘧斷痥㾆	瘧 + 斷 + 痥 + 㾆	0 0 0 0	瘧 + 斷 + 痥 + 㾆			
196	cjp	16	PKU39	1	膩僞(敫/木)q棨	膩 + 僞 + 𣜥 + 棨	0 0 0 17	膩 + 僞 + 𣜥 + 棨	q	棨	
197	cjp	16	PKU39	1	淺汙盱復	淺 + 汙 + 盱 + 復	0 0 0 0	淺 + 汙 + 盱 + 復			
198	cjp	16	PKU39	1	□□□q□						
199	cjp	17	PKU40-41	1	娓㲂矕㛊	娓 + 㲂 + 矕 + 㛊	0 0 0 0	娓 + 㲂 + 矕 + 㛊			
200	cjp	17	PKU40-41	1	蠻(戕+(一/口))趍r恚	蠻 + 戕+(一/口) + 趍 + 恚	0 0 0 18	蠻 + 戕+(一/口) + 趍 + 恚	r	恚	
201	cjp	17	PKU40-41	1	鬾袳(女+甫)再	鬾 + 袳 + 𡜵 + 再	0 0 0 0	鬾 + 袳 + 𡜵 + 再			
202	cjp	17	PKU40-41	1	𨏉䡞䡩r解	𨏉 + 䡞 + 䡩 + 解	0 0 0 18	𨏉 + 䡞 + 䡩 + 解	r	解	
203	cjp	17	PKU40-41	1	姎(女+(艹/隹))點媿	姎 + 女+(艹/隹) + 點 + 媿	0 0 0 0	姎 + 女+(艹/隹) + 點 + 媿			
204	cjp	17	PKU40-41	1	(般/目)媻嬬r媞	𥈼 + 媻 + 嬬 + 媞	0 0 0 18	𥈼 + 媻 + 嬬 + 媞	r	媞	
205	cjp	17	PKU40-41	1	頫壞蠉虩	頫 + 壞 + 蠉 + 虩	0 0 0 0	頫 + 壞 + 蠉 + 虩			
206	cjp	17	PKU40-41	1	(广/悤)序㡲r讗	广/悤 + 序 + 㡲 + 讗	0 0 0 18	广/悤 + 序 + 㡲 + 讗	r	讗	
207	cjp	17	PKU40-41	1	(疒/巂)效姰臥	疒/巂 + 效 + 姰 + 臥	0 0 0 0	疒/巂 + 效 + 姰 + 臥			
208	cjp	17	PKU40-41	1	滫(倉+住)鷽r䞚	滫 + 倉+住 + 鷽 + 䞚	0 0 0 18	滫 + 倉+住 + 鷽 + 䞚	r	䞚	
209	cjp	18	PKU42-43	1	賣購件妚	賣 + 購 + 件 + 妚	0 0 0 0	賣 + 購 + 件 + 妚			
210	cjp	18	PKU42-43	1	(𦍌/永)櫄杪s柴	羕 + 櫄 + 杪 + 柴	0 0 0 19	羕 + 櫄 + 杪 + 柴	s	柴	
211	cjp	18	PKU42-43	1	箸(氵+廴+𡈼)縞給	箸 + 氵+廴+𡈼 + 縞 + 給	0 0 0 0	箸 + 氵+廴+𡈼 + 縞 + 給			
212	cjp	18	PKU42-43	1	勸忻槈s(耒+圭)	勸 + 忻 + 槈 + 𦓯	0 0 0 19	勸 + 忻 + 槈 + 𦓯	s	𦓯	
213	cjp	18	PKU42-43	1	某柟早蠸購	某 + 柟 + 早 + 蠸 + 購	0 0 0 0 0	某 + 柟 + 早 + 蠸 + 購			
214	cjp	18	PKU42-43	1	㝣椅姘s觟	㝣 + 椅 + 姘 + 觟	0 0 0 19	㝣 + 椅 + 姘 + 觟	s	觟	
215	cjp	18	PKU42-43	1	戾弇焉宛	戾 + 弇 + 焉 + 宛	0 0 0 0	戾 + 弇 + 焉 + 宛			
216	cjp	18	PKU42-43	1	郃簍埒s畦	郃 + 簍 + 埒 + 畦	0 0 0 19	郃 + 簍 + 埒 + 畦	s	畦	
217	cjp	18	PKU42-43	1	狛䞈溓滎	狛 + 䞈 + 溓 + 滎	0 0 0 0	狛 + 䞈 + 溓 + 滎			
218	cjp	18	PKU42-43	1	蠶綶(尸/玨/衣)s庳	蠶 + 綶 + 尸/玨/衣 + 庳	0 0 0 19	蠶 + 綶 + 尸/玨/衣 + 庳	s	庳	
219	cjp	19	PKU44-45	1	梧域邸造	梧 + 域 + 邸 + 造	0 0 0 0	梧 + 域 + 邸 + 造			
220	cjp	19	PKU44-45	1	肂縠㱚t耆	肂 + 縠 + 㱚 + 耆	0 0 0 20	肂 + 縠 + 㱚 + 耆	t	耆	
221	cjp	19	PKU44-45	1	(亻+矦)騎淳沮	𠊱 + 騎 + 淳 + 沮	0 0 0 0	𠊱 + 騎 + 淳 + 沮			
222	cjp	19	PKU44-45	1	決議篇t(禾+(夂/亠/曰))	決 + 議 + 篇 + 禾+(夂/亠/曰)	0 0 0 20	決 + 議 + 篇 + 禾+(夂/亠/曰)	t	禾+(夂/亠/曰)	
223	cjp	19	PKU44-45	1	嬎欺蒙期	嬎 + 欺 + 蒙 + 期	0 0 0 0	嬎 + 欺 + 蒙 + 期			
224	cjp	19	PKU44-45	1	耒旬隷t氐	耒 + 旬 + 隷 + 氐	0 0 0 20	耒 + 旬 + 隷 + 氐	t	氐	
225	cjp	19	PKU44-45	1	%百(廿+廿)四	百 + 𠦜 + 四	0 0 0	百 + 𠦜 + 四			
226	cjp	20	PKU46-52	1	%顓	顓	0	顓			
227	cjp	20	PKU46-52	1	顓頊祝融	顓 + 頊 + 祝 + 融	0 0 0 0	顓 + 頊 + 祝 + 融			
228	cjp	20	PKU46-52	1	柖榣奮u光	柖 + 榣 + 奮 + 光	0 0 0 21	柖 + 榣 + 奮 + 光	u	光	
229	cjp	20	PKU46-52	1	(羔+頁)豫録恢	䫞 + 豫 + 録 + 恢	0 0 0 0	䫞 + 豫 + 録 + 恢			
230	cjp	20	PKU46-52	1	(彳+勻)(阝+(圣/冃))愷u襄	𢓈 + 阝+(圣/冃) + 愷 + 襄	0 0 0 21	𢓈 + 阝+(圣/冃) + 愷 + 襄	u	襄	
231	cjp	20	PKU46-52	1	鄢鄧析(麗+阝)	鄢 + 鄧 + 析 + 酈	0 0 0 0	鄢 + 鄧 + 析 + 酈			
232	cjp	20	PKU46-52	1	頊宛䣞(号+阝)u(襄+阝)[an extra character in this line]	頊 + 宛 + 䣞 + 𨚙 + 𨟚	0 0 0 0 21	頊 + 宛 + 䣞 + 𨚙 + 𨟚	u	𨟚	[an extra character in this line
233	cjp	20	PKU46-52	1	閱(彳+(玄/冃)+务)(穴/黽)䟆	閱 + 彳+(玄/冃)+务 + 𫁘 + 䟆	0 0 0 0	閱 + 彳+(玄/冃)+务 + 𫁘 + 䟆			
234	cjp	20	PKU46-52	1	滕先登u慶	滕 + 先 + 登 + 慶	0 0 0 21	滕 + 先 + 登 + 慶	u	慶	
235	cjp	20	PKU46-52	1	陳蔡宋衛	陳 + 蔡 + 宋 + 衛	0 0 0 0	陳 + 蔡 + 宋 + 衛			
236	cjp	20	PKU46-52	1	吳邗許u莊	吳 + 邗 + 許 + 莊	0 0 0 21	吳 + 邗 + 許 + 莊	u	莊	
237	cjp	20	PKU46-52	1	建武牴觸	建 + 武 + 牴 + 觸	0 0 0 0	建 + 武 + 牴 + 觸			
238	cjp	20	PKU46-52	1	軍役嘉u臧	軍 + 役 + 嘉 + 臧	0 0 0 21	軍 + 役 + 嘉 + 臧	u	臧	
239	cjp	20	PKU46-52	1	貿易買販	貿 + 易 + 買 + 販	0 0 0 0	貿 + 易 + 買 + 販			
240	cjp	20	PKU46-52	1	市旅賈u商	市 + 旅 + 賈 + 商	0 0 0 21	市 + 旅 + 賈 + 商	u	商	
241	cjp	20	PKU46-52	1	䚡(尸/玨/衣)賁逹	䚡 + 尸/玨/衣 + 賁 + 逹	0 0 0 0	䚡 + 尸/玨/衣 + 賁 + 逹			
242	cjp	20	PKU46-52	1	遊敖周u章	遊 + 敖 + 周 + 章	0 0 0 21	遊 + 敖 + 周 + 章	u	章	
243	cjp	20	PKU46-52	1	黚((广/(肙犬))/黑)黯黮	黚 + (广/(肙犬))/黑 + 黯 + 黮	0 0 0 0	黚 + (广/(肙犬))/黑 + 黯 + 黮			
244	cjp	20	PKU46-52	1	(黑+寃)黝黭u䵮	黑+寃 + 黝 + 黭 + 䵮	0 0 0 21	黑+寃 + 黝 + 黭 + 䵮	u	䵮	
245	cjp	20	PKU46-52	1	(黑+金)黤赫赧	𪑙 + 黤 + 赫 + 赧	0 0 0 0	𪑙 + 黤 + 赫 + 赧			
246	cjp	20	PKU46-52	1	鯈赤白u黃	鯈 + 赤 + 白 + 黃	0 0 0 21	鯈 + 赤 + 白 + 黃	u	黃	
247	cjp	20	PKU46-52	1	殣(𠫓/丗/廾)(月+矍)廋	殣 + 𠫓/丗/廾 + 𦣒 + 廋	0 0 0 0	殣 + 𠫓/丗/廾 + 𦣒 + 廋			
248	cjp	20	PKU46-52	1	兒孺旱u(歹+昜)	兒 + 孺 + 旱 + 歹+昜	0 0 0 21	兒 + 孺 + 旱 + 歹+昜	u	歹+昜	
249	cjp	20	PKU46-52	1	恐戄懷歸	恐 + 戄 + 懷 + 歸	0 0 0 0	恐 + 戄 + 懷 + 歸			
250	cjp	20	PKU46-52	1	趨走寎u狂	趨 + 走 + 寎 + 狂	0 0 0 21	趨 + 走 + 寎 + 狂	u	狂	
251	cjp	20	PKU46-52	1	疵疕禿瘻	疵 + 疕 + 禿 + 瘻	0 0 0 0	疵 + 疕 + 禿 + 瘻			
252	cjp	20	PKU46-52	1	齮(齕+一)痍u傷	齮 + 齕+一 + 痍 + 傷	0 0 0 21	齮 + 齕+一 + 痍 + 傷	u	傷	
253	cjp	20	PKU46-52	1	毆伐疻痏	毆 + 伐 + 疻 + 痏	0 0 0 0	毆 + 伐 + 疻 + 痏			
254	cjp	20	PKU46-52	1	䏐胅睛u盲	䏐 + 胅 + 睛 + 盲	0 0 0 21	䏐 + 胅 + 睛 + 盲	u	盲	
255	cjp	20	PKU46-52	1	(㚔+丮)囚束縛	𡙕 + 囚 + 束 + 縛	0 0 0 0	𡙕 + 囚 + 束 + 縛			
256	cjp	20	PKU46-52	1	論訊既u詳	論 + 訊 + 既 + 詳	0 0 0 21	論 + 訊 + 既 + 詳	u	詳	
257	cjp	20	PKU46-52	1	卜筮(兆+卜)占	卜 + 筮 + 𠧞 + 占	0 0 0 0	卜 + 筮 + 𠧞 + 占			
258	cjp	20	PKU46-52	1	祟在社u場	祟 + 在 + 社 + 場	0 0 0 21	祟 + 在 + 社 + 場	u	場	
259	cjp	20	PKU46-52	1	寇賊盜殺	寇 + 賊 + 盜 + 殺	0 0 0 0	寇 + 賊 + 盜 + 殺			
260	cjp	20	PKU46-52	1	捕獄問u諒	捕 + 獄 + 問 + 諒	0 0 0 21	捕 + 獄 + 問 + 諒	u	諒	
261	cjp	20	PKU46-52	1	%百丗六	百 + 丗 + 六	0 0 0	百 + 丗 + 六			
262	cjp	21	PKU53-55	1	%室	室	0	室			
263	cjp	21	PKU53-55	1	室宇邑里	室 + 宇 + 邑 + 里	0 0 0 0	室 + 宇 + 邑 + 里			
264	cjp	21	PKU53-55	1	((目/朩)+系)((口/㐭)+阝)封v彊	(目/朩)+系 + (口/㐭)+阝 + 封 + 彊	0 0 0 22	(目/朩)+系 + (口/㐭)+阝 + 封 + 彊	v	彊	
265	cjp	21	PKU53-55	1	徑路衝術	徑 + 路 + 衝 + 術	0 0 0 0	徑 + 路 + 衝 + 術			
266	cjp	21	PKU53-55	1	街巷垣v蘠	街 + 巷 + 垣 + 蘠	0 0 0 22	街 + 巷 + 垣 + 蘠	v	蘠	
267	cjp	21	PKU53-55	1	開閉門閭	開 + 閉 + 門 + 閭	0 0 0 0	開 + 閉 + 門 + 閭			
268	cjp	21	PKU53-55	1	宇闕(廴+𡈼)廟v郎[an extra character this line]	宇 + 闕 + 廴+𡈼 + 廟 + 郎	0 0 0 0 22	宇 + 闕 + 廴+𡈼 + 廟 + 郎	v	郎	[an extra character this line
269	cjp	21	PKU53-55	1	((尸/典)+攵)層屋內	(尸/典)+攵 + 層 + 屋 + 內	0 0 0 0	(尸/典)+攵 + 層 + 屋 + 內			
270	cjp	21	PKU53-55	1	窻牖戶v房	窻 + 牖 + 戶 + 房	0 0 0 22	窻 + 牖 + 戶 + 房	v	房	
271	cjp	21	PKU53-55	1	桴(木+(土/尸/目))榱(木+毘)	桴 + 木+(土/尸/目) + 榱 + 木+毘	0 0 0 0	桴 + 木+(土/尸/目) + 榱 + 木+毘			
272	cjp	21	PKU53-55	1	柱枅橋v梁	柱 + 枅 + 橋 + 梁	0 0 0 22	柱 + 枅 + 橋 + 梁	v	梁	
273	cjp	21	PKU53-55	1	屏圂廬廡	屏 + 圂 + 廬 + 廡	0 0 0 0	屏 + 圂 + 廬 + 廡			
274	cjp	21	PKU53-55	1	亭庉陛v堂	亭 + 庉 + 陛 + 堂	0 0 0 22	亭 + 庉 + 陛 + 堂	v	堂	
275	cjp	21	PKU53-55	1	庫府廥廄	庫 + 府 + 廥 + 廄	0 0 0 0	庫 + 府 + 廥 + 廄			
276	cjp	21	PKU53-55	1	囷窖廩v倉	囷 + 窖 + 廩 + 倉	0 0 0 22	囷 + 窖 + 廩 + 倉	v	倉	
277	cjp	21	PKU53-55	1	桶概參斗	桶 + 概 + 參 + 斗	0 0 0 0	桶 + 概 + 參 + 斗			
278	cjp	21	PKU53-55	1	{升半實}v當	升 + 半 + 實 + 當	0 0 0 22	升 + 半 + 實 + 當	v	當	
279	cjp	21	PKU53-55	1	食黍梁[this line is missing one character]	食 + 黍 + 梁	0 0 0	食 + 黍 + 梁			[this line is missing one character
280	cjp	21	PKU53-55	1	君侯整v龠	君 + 侯 + 整 + 龠	0 0 0 22	君 + 侯 + 整 + 龠	v	龠	
281	cjp	21	PKU53-55	1	坐有行[this line is missing one character]	坐 + 有 + 行	0 0 0	坐 + 有 + 行			[this line is missing one character
282	cjp	21	PKU53-55	1	%百五	百 + 五	0 0	百 + 五			
283	cjp	22	PKU56-58	1	犀犛豺w狼	犀 + 犛 + 豺 + 狼	0 0 0 23	犀 + 犛 + 豺 + 狼	w	狼	
284	cjp	22	PKU56-58	1	貙貍麈豻	貙 + 貍 + 麈 + 豻	0 0 0 0	貙 + 貍 + 麈 + 豻			
285	cjp	22	PKU56-58	1	麢((𠂊/囗/比)/史)(鹿/(亠/曰))w(鹿/(一/田/一))	麢 + (𠂊/囗/比)/史 + 鹿/(亠/曰) + 鹿/(一/田/一)	0 0 0 23	麢 + (𠂊/囗/比)/史 + 鹿/(亠/曰) + 鹿/(一/田/一)	w	鹿/(一/田/一)	
286	cjp	22	PKU56-58	1	䲨鵠(鳥/力)鴈	䲨 + 鵠 + 𩾜 + 鴈	0 0 0 0	䲨 + 鵠 + 𩾜 + 鴈			
287	cjp	22	PKU56-58	1	鳩鴞鴛w(央+鳥)	鳩 + 鴞 + 鴛 + 𩿶	0 0 0 23	鳩 + 鴞 + 鴛 + 𩿶	w	𩿶	
288	cjp	22	PKU56-58	1	陂池溝洫	陂 + 池 + 溝 + 洫	0 0 0 0	陂 + 池 + 溝 + 洫			
289	cjp	22	PKU56-58	1	淵泉隄w防	淵 + 泉 + 隄 + 防	0 0 0 23	淵 + 泉 + 隄 + 防	w	防	
290	cjp	22	PKU56-58	1	江漢澮汾	江 + 漢 + 澮 + 汾	0 0 0 0	江 + 漢 + 澮 + 汾			
291	cjp	22	PKU56-58	1	河泲涊w漳	河 + 泲 + 涊 + 漳	0 0 0 23	河 + 泲 + 涊 + 漳	w	漳	
292	cjp	22	PKU56-58	1	伊雒涇渭	伊 + 雒 + 涇 + 渭	0 0 0 0	伊 + 雒 + 涇 + 渭			
293	cjp	22	PKU56-58	1	維楫舩w方	維 + 楫 + 舩 + 方	0 0 0 23	維 + 楫 + 舩 + 方	w	方	
294	cjp	22	PKU56-58	1	%百四	百 + 四	0 0	百 + 四			
295	cjp	23	PKU59-62	1	%雲	雲	0	雲			
296	cjp	23	PKU59-62	1	雲雨霣零	雲 + 雨 + 霣 + 零	0 0 0 0	雲 + 雨 + 霣 + 零			
297	cjp	23	PKU59-62	1	霚露(雨/彗)x霜	霚 + 露 + 䨮 + 霜	0 0 0 24	霚 + 露 + 䨮 + 霜	x	霜	
298	cjp	23	PKU59-62	1	朔時日月	朔 + 時 + 日 + 月	0 0 0 0	朔 + 時 + 日 + 月			
299	cjp	23	PKU59-62	1	星晨紀x綱	星 + 晨 + 紀 + 綱	0 0 0 24	星 + 晨 + 紀 + 綱	x	綱	
300	cjp	23	PKU59-62	1	冬寒((𦥑+頁)/夂)暑雨[this line has one extra character]	冬 + 寒 + (𦥑+頁)/夂 + 暑 + 雨	0 0 0 0 0	冬 + 寒 + (𦥑+頁)/夂 + 暑 + 雨			[this line has one extra character
301	cjp	23	PKU59-62	1	玄氣陰x陽	玄 + 氣 + 陰 + 陽	0 0 0 24	玄 + 氣 + 陰 + 陽	x	陽	
302	cjp	23	PKU59-62	1	杲旭宿尾	杲 + 旭 + 宿 + 尾	0 0 0 0	杲 + 旭 + 宿 + 尾			
303	cjp	23	PKU59-62	1	奎婁軫x亢	奎 + 婁 + 軫 + 亢	0 0 0 24	奎 + 婁 + 軫 + 亢	x	亢	
304	cjp	23	PKU59-62	1	弘((丰+丰)/㒭)翦㞒	弘 + (丰+丰)/㒭 + 翦 + 㞒	0 0 0 0	弘 + (丰+丰)/㒭 + 翦 + 㞒			
305	cjp	23	PKU59-62	1	霸暨傅x庚	霸 + 暨 + 傅 + 庚	0 0 0 24	霸 + 暨 + 傅 + 庚	x	庚	
306	cjp	23	PKU59-62	1	(山/(十+𠈌+一))巒岑崩	山/(十+𠈌+一) + 巒 + 岑 + 崩	0 0 0 0	山/(十+𠈌+一) + 巒 + 岑 + 崩			
307	cjp	23	PKU59-62	1	阮嵬阤x阬	阮 + 嵬 + 阤 + 阬	0 0 0 24	阮 + 嵬 + 阤 + 阬	x	阬	
308	cjp	23	PKU59-62	1	阿尉馺瑣	阿 + 尉 + 馺 + 瑣	0 0 0 0	阿 + 尉 + 馺 + 瑣			
309	cjp	23	PKU59-62	1	漆(囗+米)氐x羌	漆 + 囗+米 + 氐 + 羌	0 0 0 24	漆 + 囗+米 + 氐 + 羌	x	羌	
310	cjp	23	PKU59-62	1	贅拾鋏鎔	贅 + 拾 + 鋏 + 鎔	0 0 0 0	贅 + 拾 + 鋏 + 鎔			
311	cjp	23	PKU59-62	1	鑄冶容x鑲	鑄 + 冶 + 容 + 鑲	0 0 0 24	鑄 + 冶 + 容 + 鑲	x	鑲	
312	cjp	23	PKU59-62	1	顗視((土/黽)+欠)豎	顗 + 視 + (土/黽)+欠 + 豎	0 0 0 0	顗 + 視 + (土/黽)+欠 + 豎			
313	cjp	23	PKU59-62	1	偃(曰/黽)運x糧	偃 + 曰/黽 + 運 + 糧	0 0 0 24	偃 + 曰/黽 + 運 + 糧	x	糧	
314	cjp	23	PKU59-62	1	攻穿襜魯	攻 + 穿 + 襜 + 魯	0 0 0 0	攻 + 穿 + 襜 + 魯			
315	cjp	23	PKU59-62	1	壘鄣墜x京	壘 + 鄣 + 墜 + 京	0 0 0 24	壘 + 鄣 + 墜 + 京	x	京	
316	cjp	23	PKU59-62	1	{咸(土+□)斥競	咸 + 土+□ + 斥 + 競	0 0 0 0	咸 + 土+□ + 斥 + 競			
317	cjp	23	PKU59-62	1	盡摶四x荒}	盡 + 摶 + 四 + 荒	0 0 0 24	盡 + 摶 + 四 + 荒	x	荒	
318	cjp	23	PKU59-62	1	□鎬林禁	鎬 + 林 + 禁	0 0 0	鎬 + 林 + 禁			
319	cjp	24	PKU63-64	1	輪((出+一)+并)𤲙(巾+宁)y箱	輪 + (出+一)+并 + 𤲙 + 𢁼 + 箱	0 0 0 0 25	輪 + (出+一)+并 + 𤲙 + 𢁼 + 箱	y	箱	
320	cjp	24	PKU63-64	1	松柏橎棫	松 + 柏 + 橎 + 棫	0 0 0 0	松 + 柏 + 橎 + 棫			
321	cjp	24	PKU63-64	1	桐梓杜y楊	桐 + 梓 + 杜 + 楊	0 0 0 25	桐 + 梓 + 杜 + 楊	y	楊	
322	cjp	24	PKU63-64	1	((林+爻)/勹/(皀+彡))(木+聿)桃李	(林+爻)/勹/(皀+彡) + 𣑵 + 桃 + 李	0 0 0 0	(林+爻)/勹/(皀+彡) + 𣑵 + 桃 + 李			
323	cjp	24	PKU63-64	1	棗杏榆y桒	棗 + 杏 + 榆 + 桒	0 0 0 25	棗 + 杏 + 榆 + 桒	y	桒	
324	cjp	24	PKU63-64	1	(雚+一)葦菅(艹/耐)	雚+一 + 葦 + 菅 + 艹/耐	0 0 0 0	雚+一 + 葦 + 菅 + 艹/耐			
325	cjp	24	PKU63-64	1	莞蒲藺y蔣	莞 + 蒲 + 藺 + 蔣	0 0 0 25	莞 + 蒲 + 藺 + 蔣	y	蔣	
326	cjp	24	PKU63-64	1	耑末根本	耑 + 末 + 根 + 本	0 0 0 0	耑 + 末 + 根 + 本			
327	cjp	24	PKU63-64	1	榮葉莠y英	榮 + 葉 + 莠 + 英	0 0 0 25	榮 + 葉 + 莠 + 英	y	英	
328	cjp	24	PKU63-64	1	麋鹿熊羆	麋 + 鹿 + 熊 + 羆	0 0 0 0	麋 + 鹿 + 熊 + 羆			
329	cjp	24	PKU63-64	1	□□□y□						
330	cjp	25	PKU65	1	□堯(?/大/舛)禹湯	堯 + ?/大/舛 + 禹 + 湯	0 0 0 0	堯 + ?/大/舛 + 禹 + 湯			
331	cjp	25	PKU65	1	(顡+一)z(匕+卩)趮(广/欮/虫)[placement of rhyme is uncertain]	顡+一 + 𠨐 + 趮 + 广/欮/虫	0 26 0 0	顡+一 + 𠨐 + 趮 + 广/欮/虫	z	𠨐	[placement of rhyme is uncertain
332	cjp	25	PKU65	1	(目+□)(目+□)	目+□ + 目+□	0 0	目+□ + 目+□			
333	cjp	26	PKU66	1	狗獳(鹿/需)aa䶄	狗 + 獳 + 鹿/需 + 䶄	0 0 0 1	狗 + 獳 + 鹿/需 + 䶄	a	䶄	
334	cjp	26	PKU66	1	媥䵎娺	媥 + 䵎 + 娺	0 0 0	媥 + 䵎 + 娺			
335	cjp	27	PKU67	1	(衛/牛)嬐㛥ab䁝	衛/牛 + 嬐 + 㛥 + 䁝	0 0 0 2	衛/牛 + 嬐 + 㛥 + 䁝	b	䁝	
336	cjp	27	PKU67	1	魁鉅圜艫	魁 + 鉅 + 圜 + 艫	0 0 0 0	魁 + 鉅 + 圜 + 艫			
337	cjp	27	PKU67	1	與瀕庾ab請	與 + 瀕 + 庾 + 請	0 0 0 2	與 + 瀕 + 庾 + 請	b	請	
338	cjp	27	PKU67	1	%百五十二	百 + 五 + 十 + 二	0 0 0 0	百 + 五 + 十 + 二			
339	cjp	28	PKU68-70	1	%鶡	鶡	0	鶡			
340	cjp	28	PKU68-70	1	鶡((匕/十)+隹)牝牡	鶡 + (匕/十)+隹 + 牝 + 牡	0 0 0 0	鶡 + (匕/十)+隹 + 牝 + 牡			
341	cjp	28	PKU68-70	1	雄雌俱ac鳴	雄 + 雌 + 俱 + 鳴	0 0 0 3	雄 + 雌 + 俱 + 鳴	c	鳴	
342	cjp	28	PKU68-70	1	屆寵趯急	屆 + 寵 + 趯 + 急	0 0 0 0	屆 + 寵 + 趯 + 急			
343	cjp	28	PKU68-70	1	邁徙覺ac驚	邁 + 徙 + 覺 + 驚	0 0 0 3	邁 + 徙 + 覺 + 驚	c	驚	
344	cjp	28	PKU68-70	1	(犭+开)(氵+算)僂繚((匕/十)+隹)	𤜵 + 𤀤 + 僂 + 繚 + (匕/十)+隹	0 0 0 0 0	𤜵 + 𤀤 + 僂 + 繚 + (匕/十)+隹			
345	cjp	28	PKU68-70	1	頗科樹ac莖	頗 + 科 + 樹 + 莖	0 0 0 3	頗 + 科 + 樹 + 莖	c	莖	
346	cjp	28	PKU68-70	1	禋糈姪娣	禋 + 糈 + 姪 + 娣	0 0 0 0	禋 + 糈 + 姪 + 娣			
347	cjp	28	PKU68-70	1	叚耤合ac冥	叚 + 耤 + 合 + 冥	0 0 0 3	叚 + 耤 + 合 + 冥	c	冥	
348	cjp	28	PKU68-70	1	踝企(疒/盍)((林/月)+夂)	踝 + 企 + 疒/盍 + (林/月)+夂	0 0 0 0	踝 + 企 + 疒/盍 + (林/月)+夂			
349	cjp	28	PKU68-70	1	(耒+負)犺播ac耕	耒+負 + 犺 + 播 + 耕	0 0 0 3	耒+負 + 犺 + 播 + 耕	c	耕	
350	cjp	28	PKU68-70	1	(((臼/土)+攵)女)䫒娑孅	((臼/土)+攵)女 + 䫒 + 娑 + 孅	0 0 0 0	((臼/土)+攵)女 + 䫒 + 娑 + 孅			
351	cjp	28	PKU68-70	1	婠(陝/女)眇ac靖	婠 + 𡟨 + 眇 + 靖	0 0 0 3	婠 + 𡟨 + 眇 + 靖	c	靖	
352	cjp	28	PKU68-70	1	妰繠姍賸	妰 + 繠 + 姍 + 賸	0 0 0 0	妰 + 繠 + 姍 + 賸			
353	cjp	28	PKU68-70	1	訐慧竄ac煢	訐 + 慧 + 竄 + 煢	0 0 0 3	訐 + 慧 + 竄 + 煢	c	煢	
354	cjp	28	PKU68-70	1	罪蠱訟((乂/右)+卩)	罪 + 蠱 + 訟 + (乂/右)+卩	0 0 0 0	罪 + 蠱 + 訟 + (乂/右)+卩			
355	cjp	28	PKU68-70	1	□□□ac□						
356	cjp	29	PKU7	1	(艹/罒/戈/目)疑齰圉	艹/罒/戈/目 + 疑 + 齰 + 圉	0 0 0 0	艹/罒/戈/目 + 疑 + 齰 + 圉			
